A4421,OSTOMY SUPPLY MISC                                          ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4434,OST PCH URINE W LOCK FLNG/FT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4435,1PC OST PCH DRAIN HGH OUTPUT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4455,ADHESIVE REMOVER PER OUNCE                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4550,SURGICAL TRAYS                                              ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4556,"ELECTRODES, PAIR                                            ",-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4557,"LEAD WIRES, PAIR                                            ",-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4558,CONDUCTIVE GEL OR PASTE                                     ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4561,"PESSARY RUBBER, ANY TYPE                                    ",-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4562,"PESSARY, NON RUBBER,ANY TYPE                                ",-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4563,VAG INSER RECTAL CONTROL SYS                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4565,SLINGS                                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4570,SPLINT                                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4590,SPECIAL CASTING MATERIAL                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4615,CANNULA NASAL                                               ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4616,TUBING (OXYGEN) PER FOOT                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4617,MOUTH PIECE                                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4618,BREATHING CIRCUITS                                          ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4619,FACE TENT                                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4620,VARIABLE CONCENTRATION MASK                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4623,TRACHEOSTOMY INNER CANNULA                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4624,TRACHEAL SUCTION TUBE                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4625,TRACH CARE KIT FOR NEW TRACH                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4626,TRACHEOSTOMY CLEANING BRUSH                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4627,SPACER BAG/RESERVOIR                                        ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4628,OROPHARYNGEAL SUCTION CATH                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4629,TRACHEOSTOMY CARE KIT                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4641,RADIOPHARM DX AGENT NOC                                     ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4642,IN111 SATUMOMAB                                             ,Y,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4648,IMPLANTABLE TISSUE MARKER                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4649,SURGICAL SUPPLIES                                           ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A4650,IMPLANT RADIATION DOSIMETER                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5051,POUCH CLSD W BARR ATTACHED                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5052,CLSD OSTOMY POUCH W/O BARR                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5053,CLSD OSTOMY POUCH FACEPLATE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5054,CLSD OSTOMY POUCH W/FLANGE                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5055,STOMA CAP                                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5061,POUCH DRAINABLE W BARRIER AT                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5062,DRNBLE OSTOMY POUCH W/O BARR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5063,DRAIN OSTOMY POUCH W/FLANGE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5071,URINARY POUCH W/BARRIER                                     ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5072,URINARY POUCH W/O BARRIER                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5073,URINARY POUCH ON BARR W/FLNG                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5081,"STOMA PLUG OR SEAL, ANY TYPE                                ",-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5082,CONTINENT STOMA CATHETER                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5093,OSTOMY ACCESSORY CONVEX INSE                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5102,BEDSIDE DRAIN BTL W/WO TUBE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5105,URINARY SUSPENSORY                                          ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5112,URINARY LEG BAG                                             ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5113,LATEX LEG STRAP                                             ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5114,FOAM/FABRIC LEG STRAP                                       ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5121,SOLID SKIN BARRIER 6X6                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5122,SOLID SKIN BARRIER 8X8                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5126,DISK/FOAM PAD +OR- ADHESIVE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5131,APPLIANCE CLEANER                                           ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5513,MULTI DEN INSERT CUSTOM MOLD                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A5514,MULT DEN INSERT DIR CARV/CAM                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6021,COLLAGEN DRESSING <=16 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6022,COLLAGEN DRSG>16<=48 SQ IN                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6023,COLLAGEN DRESSING >48 SQ IN                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6024,COLLAGEN DSG WOUND FILLER                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6154,WOUND POUCH EACH                                            ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6196,ALGINATE DRESSING <=16 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6197,ALGINATE DRSG >16 <=48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6198,ALGINATE DRESSING > 48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6199,ALGINATE DRSG WOUND FILLER                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6203,COMPOSITE DRSG <= 16 SQ IN                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6204,COMPOSITE DRSG >16<=48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6205,COMPOSITE DRSG > 48 SQ IN                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6206,CONTACT LAYER <= 16 SQ IN                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6207,CONTACT LAYER >16<= 48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6208,CONTACT LAYER > 48 SQ IN                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6209,FOAM DRSG <=16 SQ IN W/O BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6210,FOAM DRG >16<=48 SQ IN W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6211,FOAM DRG > 48 SQ IN W/O BRDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6212,FOAM DRG <=16 SQ IN W/BORDER                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6213,FOAM DRG >16<=48 SQ IN W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6214,FOAM DRG > 48 SQ IN W/BORDER                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6215,FOAM DRESSING WOUND FILLER                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6216,NON-STERILE GAUZE<=16 SQ IN                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6217,NON-STERILE GAUZE>16<=48 SQ                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6218,NON-STERILE GAUZE > 48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6219,GAUZE <= 16 SQ IN W/BORDER                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6220,GAUZE >16 <=48 SQ IN W/BORDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6221,GAUZE > 48 SQ IN W/BORDER                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6222,GAUZE <=16 IN NO W/SAL W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6223,GAUZE >16<=48 NO W/SAL W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6224,GAUZE > 48 IN NO W/SAL W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6228,GAUZE <= 16 SQ IN WATER/SAL                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6229,GAUZE >16<=48 SQ IN WATR/SAL                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6230,GAUZE > 48 SQ IN WATER/SALNE                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6231,HYDROGEL DSG<=16 SQ IN                                      ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6232,HYDROGEL DSG>16<=48 SQ IN                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6233,HYDROGEL DRESSING >48 SQ IN                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6234,HYDROCOLLD DRG <=16 W/O BDR                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6235,HYDROCOLLD DRG >16<=48 W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6236,HYDROCOLLD DRG > 48 IN W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6237,HYDROCOLLD DRG <=16 IN W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6238,HYDROCOLLD DRG >16<=48 W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6239,HYDROCOLLD DRG > 48 IN W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6240,HYDROCOLLD DRG FILLER PASTE                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6241,HYDROCOLLOID DRG FILLER DRY                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6242,HYDROGEL DRG <=16 IN W/O BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6243,HYDROGEL DRG >16<=48 W/O BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6244,HYDROGEL DRG >48 IN W/O BDR                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6245,HYDROGEL DRG <= 16 IN W/BDR                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6246,HYDROGEL DRG >16<=48 IN W/B                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6247,HYDROGEL DRG > 48 SQ IN W/B                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6248,HYDROGEL DRSG GEL FILLER                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6250,SKIN SEAL PROTECT MOISTURIZR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6251,ABSORPT DRG <=16 SQ IN W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6252,ABSORPT DRG >16 <=48 W/O BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6253,ABSORPT DRG > 48 SQ IN W/O B                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6254,ABSORPT DRG <=16 SQ IN W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6255,ABSORPT DRG >16<=48 IN W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6256,ABSORPT DRG > 48 SQ IN W/BDR                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6257,TRANSPARENT FILM <= 16 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6258,TRANSPARENT FILM >16<=48 IN                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6259,TRANSPARENT FILM > 48 SQ IN                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6260,WOUND CLEANSER ANY TYPE/SIZE                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6261,WOUND FILLER GEL/PASTE /OZ                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6262,WOUND FILLER DRY FORM / GRAM                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6266,IMPREG GAUZE NO H20/SAL/YARD                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6402,STERILE GAUZE <= 16 SQ IN                                   ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6403,STERILE GAUZE>16 <= 48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6404,STERILE GAUZE > 48 SQ IN                                    ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6460,SYNTHETIC DRSG <= 16 SQ IN                                  ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A6461,SYNTHETIC DRSG >16<=48 SQ IN                                ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A7520,TRACH/LARYN TUBE NON-CUFFED                                 ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A9155,ARTIFICIAL SALIVA                                           ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A9500,TC99M SESTAMIBI                                             ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A9502,TC99M TETROFOSMIN                                           ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A9503,TC99M MEDRONATE                                             ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A9504,TC99M APCITIDE                                              ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
A9505,TL201 THALLIUM                                              ,-,https://medicaidprovider.mt.gov/27#184022460-fee-schedules--physician
